FAMILY	Agossypii	Dhansenii	Ncrassa	Nfumigata	Pcarinii	Pjirovecii	Rdelemar	Sjaponicus	Spombe	Tdeformans	Umaydis	Scerevisiae	Ylipolytica	Scryophilus	Soctosporus
ORTHOMCL5631	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL5632	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
ORTHOMCL5633	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0
ORTHOMCL5634	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0
ORTHOMCL5635	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0
ORTHOMCL5636	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0
ORTHOMCL5637	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0
ORTHOMCL5638	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0
ORTHOMCL5639	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0
ORTHOMCL5640	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0
ORTHOMCL5641	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0
ORTHOMCL5642	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0
ORTHOMCL5643	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0
ORTHOMCL5644	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0
ORTHOMCL5645	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0
ORTHOMCL5646	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0
ORTHOMCL5647	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0
ORTHOMCL5648	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0
ORTHOMCL5649	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ORTHOMCL5650	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0
ORTHOMCL5651	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL5652	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0
ORTHOMCL5653	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL5654	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0
ORTHOMCL5655	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0
ORTHOMCL5656	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0
ORTHOMCL5657	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL5658	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0
ORTHOMCL5659	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0
ORTHOMCL5660	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0
ORTHOMCL5661	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL5662	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL5663	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL5664	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL5665	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0
ORTHOMCL5666	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0
ORTHOMCL5667	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0
ORTHOMCL5668	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0
ORTHOMCL5669	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0
ORTHOMCL5670	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0
ORTHOMCL5671	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0
ORTHOMCL5672	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
ORTHOMCL5673	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
ORTHOMCL5674	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0
ORTHOMCL5675	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0
ORTHOMCL5676	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0
ORTHOMCL5677	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0
ORTHOMCL5678	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0
ORTHOMCL5679	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0
ORTHOMCL5680	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0
ORTHOMCL5681	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0
ORTHOMCL5682	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
ORTHOMCL5683	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0
ORTHOMCL5684	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
ORTHOMCL5685	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0
ORTHOMCL5686	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0
ORTHOMCL5687	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0
ORTHOMCL5688	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0
ORTHOMCL5689	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
ORTHOMCL5690	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0
ORTHOMCL5691	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0
ORTHOMCL5692	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
ORTHOMCL5693	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0
ORTHOMCL5694	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0
ORTHOMCL5695	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0
ORTHOMCL5696	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
ORTHOMCL5697	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
ORTHOMCL5698	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0
ORTHOMCL5699	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
ORTHOMCL5700	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0
ORTHOMCL5701	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
ORTHOMCL5702	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0
ORTHOMCL5703	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
ORTHOMCL5704	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0
ORTHOMCL5705	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0
ORTHOMCL5706	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0
ORTHOMCL5707	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0
ORTHOMCL5708	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0
ORTHOMCL5709	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0
ORTHOMCL5710	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0
ORTHOMCL5711	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
ORTHOMCL5712	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0
ORTHOMCL5713	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0
ORTHOMCL5714	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
ORTHOMCL5715	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
ORTHOMCL5716	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
ORTHOMCL5717	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
ORTHOMCL5718	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0
ORTHOMCL5719	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0
ORTHOMCL5720	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
ORTHOMCL5721	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0
ORTHOMCL5722	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
ORTHOMCL5723	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0
ORTHOMCL5724	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0
ORTHOMCL5725	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0
ORTHOMCL5726	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0
ORTHOMCL5727	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0
ORTHOMCL5728	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
ORTHOMCL5729	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
ORTHOMCL5730	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0
ORTHOMCL5731	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ORTHOMCL5732	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
ORTHOMCL5733	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
ORTHOMCL5734	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0
ORTHOMCL5735	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0
ORTHOMCL5736	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0
ORTHOMCL5737	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0
ORTHOMCL5738	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0
ORTHOMCL5739	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0
ORTHOMCL5740	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0
ORTHOMCL5741	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
ORTHOMCL5742	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ORTHOMCL5743	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ORTHOMCL5744	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
ORTHOMCL5745	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
ORTHOMCL5746	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
ORTHOMCL5747	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0
ORTHOMCL5748	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0
ORTHOMCL5749	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0
ORTHOMCL5750	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
ORTHOMCL5751	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0
ORTHOMCL5752	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0
ORTHOMCL5753	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0
ORTHOMCL5754	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
ORTHOMCL5755	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0
ORTHOMCL5756	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0
ORTHOMCL5757	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0
ORTHOMCL5758	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
ORTHOMCL5759	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
ORTHOMCL5760	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
ORTHOMCL5761	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
ORTHOMCL5762	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0
ORTHOMCL5763	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0
ORTHOMCL5764	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0
ORTHOMCL5765	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0
ORTHOMCL5766	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
ORTHOMCL5767	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ORTHOMCL5768	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0
ORTHOMCL5769	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0
ORTHOMCL5770	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0
ORTHOMCL5771	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0
ORTHOMCL5772	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0
ORTHOMCL5773	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0
ORTHOMCL5774	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
ORTHOMCL5775	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0
ORTHOMCL5776	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
ORTHOMCL5777	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0
ORTHOMCL5778	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0
ORTHOMCL5779	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0
ORTHOMCL5780	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
ORTHOMCL5781	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
ORTHOMCL5782	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0
ORTHOMCL5783	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0
ORTHOMCL5784	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
ORTHOMCL5785	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
ORTHOMCL5786	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
ORTHOMCL5787	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
ORTHOMCL5788	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0
ORTHOMCL5789	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0
ORTHOMCL5790	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
ORTHOMCL5791	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0
ORTHOMCL5792	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0
ORTHOMCL5793	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0
ORTHOMCL5794	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0
ORTHOMCL5795	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ORTHOMCL5796	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0
ORTHOMCL5797	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5798	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5799	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5800	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5801	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5802	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5803	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5804	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5805	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5806	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5807	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5808	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5809	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5810	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5811	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5812	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5813	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5814	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5815	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5816	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5817	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5818	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5819	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5820	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5821	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5822	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5823	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5824	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5825	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5826	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5827	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5828	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5829	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5830	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5831	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5832	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5833	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5834	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5835	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5836	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5837	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5838	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5839	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5840	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5841	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5842	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5843	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5844	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5845	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5846	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5847	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5848	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5849	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5850	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5851	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5852	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5853	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5854	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5855	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1
ORTHOMCL5856	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
ORTHOMCL5857	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5858	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5859	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5860	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5861	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5862	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5863	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5864	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5865	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5866	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5867	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5868	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5869	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5870	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5871	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1
ORTHOMCL5872	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5873	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5874	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5875	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5876	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5877	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5878	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5879	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5880	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5881	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5882	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5883	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5884	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5885	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5886	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5887	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5888	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5889	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5890	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5891	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5892	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5893	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5894	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5895	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5896	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5897	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5898	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5899	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5900	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5901	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1
ORTHOMCL5902	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5903	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5904	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5905	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5906	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5907	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5908	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5909	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5910	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5911	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5912	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5913	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5914	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5915	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5916	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5917	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5918	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5919	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5920	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5921	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1
ORTHOMCL5922	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5923	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5924	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5925	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5926	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5927	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5928	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5929	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5930	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5931	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5932	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5933	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5934	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5935	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5936	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5937	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5938	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5939	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5940	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5941	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5942	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5943	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5944	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5945	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5946	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5947	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5948	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5949	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5950	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5951	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5952	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5953	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5954	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1
ORTHOMCL5955	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5956	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5957	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5958	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5959	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5960	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5961	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5962	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5963	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5964	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5965	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5966	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5967	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
ORTHOMCL5968	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
